
Conversion of EDT data from sounding archive file D:\SoundingArchive\PWPM_20180309_213222.dc3db

Information about sounding:
==================================

Station:                  41041 PWPM
Launch time:              2018-03-09 21:32:22 UTC
RS type:                  RS92-SGP
RS number:                M5013207
Reason for termination:   Increasing pressure
Sounding SW version:      MW31 3.66

==================================


Information about map: EDT                 
==================================


   Record name:    Unit:           Data type:          Divisor: Offset:
   ---------------------------------------------------------------------
    time            sec             float (4)          1        0       
    Pscl            ln              short (2)          1        0       
    T               K               short (2)          10       0       
    RH              %               short (2)          1        0       
    v               m/s             short (2)          -100     0       
    u               m/s             short (2)          -100     0       
    Height          m               short (2)          1        30000   
    P               hPa             short (2)          10       0       
    TD              K               short (2)          10       0       
    MR              g/kg            short (2)          100      0       
    DD              dgr             short (2)          1        0       
    FF              m/s             short (2)          10       0       
    AZ              dgr             short (2)          1        0       
    Range           m               short (2)          0.01     0       
    Lon             dgr             short (2)          100      0       
    Lat             dgr             short (2)          100      0       
    SpuKey          bitfield        unsigned short (2) 1        0       
    UsrKey          bitfield        unsigned short (2) 1        0       
    RadarH          m               short (2)          1        30000   

*************************************************************************************************

     time	     Pscl	        T	       RH	        v	        u	   Height	        P	       TD	       MR	       DD	       FF	       AZ	    Range	      Lon	      Lat	   SpuKey	   UsrKey	   RadarH	
  3374.00	    21618	   224.30	        1	     0.62	     5.03	    11493	   195.90	   191.90	     0.00	      263	     5.10	      330	    47300	   -58.82	   -61.72	        0	        0	   -32768	
  3376.00	    21614	   224.40	        1	     0.65	     4.96	    11500	   195.70	   191.90	     0.00	      263	     5.00	      330	    47200	   -58.82	   -61.72	        0	        0	   -32768	
  3378.00	    21610	   224.40	        1	     0.68	     4.90	    11506	   195.60	   192.00	     0.00	      262	     4.90	      330	    47200	   -58.82	   -61.72	        0	        0	   -32768	
  3380.00	    21605	   224.40	        1	     0.70	     4.84	    11513	   195.30	   191.90	     0.00	      262	     4.90	      330	    47200	   -58.82	   -61.72	        0	        0	   -32768	
  3382.00	    21601	   224.40	        1	     0.70	     4.80	    11521	   195.10	   192.00	     0.00	      262	     4.80	      330	    47200	   -58.82	   -61.72	        0	        0	   -32768	
  3384.00	    21596	   224.50	        1	     0.68	     4.78	    11528	   194.90	   192.00	     0.00	      262	     4.80	      330	    47200	   -58.82	   -61.72	     1024	     1024	   -32768	
  3386.00	    21593	   224.50	        1	     0.64	     4.77	    11534	   194.70	   191.90	     0.00	      262	     4.80	      330	    47200	   -58.82	   -61.72	        0	        0	   -32768	
  3388.00	    21588	   224.50	        1	     0.57	     4.79	    11541	   194.50	   191.90	     0.00	      263	     4.80	      330	    47200	   -58.82	   -61.72	        0	        0	   -32768	
  3390.00	    21584	   224.50	        1	     0.48	     4.83	    11548	   194.30	   191.90	     0.00	      264	     4.90	      330	    47200	   -58.82	   -61.72	        0	        0	   -32768	
  3392.00	    21579	   224.50	        1	     0.36	     4.89	    11556	   194.10	   192.00	     0.00	      266	     4.90	      330	    47200	   -58.82	   -61.72	        0	        0	   -32768	
  3394.00	    21575	   224.40	        1	     0.23	     4.96	    11562	   193.90	   192.00	     0.00	      267	     5.00	      330	    47200	   -58.82	   -61.72	        0	        0	   -32768	
  3396.00	    21571	   224.60	        1	     0.07	     5.04	    11569	   193.70	   192.10	     0.00	      269	     5.00	      330	    47200	   -58.82	   -61.72	        0	        0	   -32768	
  3398.00	    21566	   224.70	        1	    -0.09	     5.13	    11577	   193.50	   192.00	     0.00	      271	     5.10	      330	    47200	   -58.82	   -61.72	        0	        0	   -32768	
  3400.00	    21561	   224.60	        1	    -0.25	     5.22	    11584	   193.30	   192.00	     0.00	      273	     5.20	      330	    47200	   -58.82	   -61.72	        0	        0	   -32768	
  3402.00	    21557	   224.60	        1	    -0.40	     5.30	    11591	   193.00	   191.90	     0.00	      274	     5.30	      330	    47200	   -58.82	   -61.72	        0	        0	   -32768	
  3404.00	    21552	   224.60	        1	    -0.55	     5.38	    11599	   192.80	   192.00	     0.00	      276	     5.40	      330	    47200	   -58.82	   -61.72	        0	        0	   -32768	
  3406.00	    21548	   224.60	        1	    -0.68	     5.45	    11606	   192.60	   192.00	     0.00	      277	     5.50	      330	    47200	   -58.82	   -61.72	        0	        0	   -32768	
  3408.00	    21543	   224.70	        1	    -0.79	     5.51	    11613	   192.40	   192.10	     0.00	      278	     5.60	      330	    47200	   -58.82	   -61.72	        0	        0	   -32768	
  3410.00	    21539	   224.90	        1	    -0.88	     5.56	    11620	   192.20	   192.10	     0.00	      279	     5.60	      331	    47200	   -58.82	   -61.72	        0	        0	   -32768	
  3412.00	    21535	   224.90	        1	    -0.95	     5.60	    11627	   192.00	   192.10	     0.00	      280	     5.70	      331	    47200	   -58.82	   -61.72	        0	        0	   -32768	
  3414.00	    21530	   224.80	        1	    -1.00	     5.62	    11634	   191.80	   192.10	     0.00	      280	     5.70	      331	    47200	   -58.82	   -61.72	        0	        0	   -32768	
  3416.00	    21526	   224.80	        1	    -1.04	     5.64	    11641	   191.60	   192.10	     0.00	      280	     5.70	      331	    47100	   -58.82	   -61.72	        0	        0	   -32768	
  3418.00	    21521	   225.00	        1	    -1.06	     5.65	    11648	   191.40	   192.10	     0.00	      281	     5.70	      331	    47100	   -58.82	   -61.72	        0	        0	   -32768	
  3420.00	    21517	   224.90	        1	    -1.08	     5.65	    11656	   191.20	   192.10	     0.00	      281	     5.80	      331	    47100	   -58.82	   -61.72	        0	        0	   -32768	
  3422.00	    21512	   225.00	        1	    -1.10	     5.65	    11664	   190.90	   192.10	     0.00	      281	     5.80	      331	    47100	   -58.82	   -61.72	        0	        0	   -32768	
  3424.00	    21507	   225.10	        1	    -1.12	     5.65	    11671	   190.70	   192.20	     0.00	      281	     5.80	      331	    47100	   -58.82	   -61.72	        0	        0	   -32768	
  3426.00	    21503	   225.20	        1	    -1.15	     5.64	    11679	   190.50	   192.20	     0.00	      282	     5.80	      331	    47100	   -58.82	   -61.72	        0	        0	   -32768	
  3428.00	    21498	   225.10	        1	    -1.19	     5.64	    11686	   190.30	   192.20	     0.00	      282	     5.80	      331	    47100	   -58.82	   -61.72	        0	        0	   -32768	
  3430.00	    21493	   225.00	        1	    -1.24	     5.63	    11693	   190.10	   192.20	     0.00	      282	     5.80	      331	    47100	   -58.82	   -61.72	        0	        0	   -32768	
  3432.00	    21489	   225.10	        1	    -1.30	     5.62	    11700	   189.90	   192.20	     0.00	      283	     5.80	      331	    47100	   -58.82	   -61.72	        0	        0	   -32768	
  3434.00	    21484	   225.10	        1	    -1.37	     5.62	    11708	   189.70	   192.20	     0.00	      284	     5.80	      331	    47100	   -58.82	   -61.72	        0	        0	   -32768	
  3436.00	    21480	   225.10	        1	    -1.43	     5.61	    11715	   189.40	   192.20	     0.00	      284	     5.80	      331	    47100	   -58.82	   -61.72	        0	        0	   -32768	
  3438.00	    21475	   225.10	        1	    -1.49	     5.60	    11723	   189.20	   192.20	     0.00	      285	     5.80	      331	    47100	   -58.82	   -61.72	        0	        0	   -32768	
  3440.00	    21470	   225.20	        1	    -1.53	     5.59	    11731	   189.00	   192.10	     0.00	      285	     5.80	      331	    47100	   -58.82	   -61.72	        0	        0	   -32768	
  3442.00	    21465	   225.40	        1	    -1.56	     5.58	    11739	   188.80	   192.10	     0.00	      286	     5.80	      331	    47100	   -58.82	   -61.72	        6	        6	   -32768	
  3444.00	    21461	   225.50	        1	    -1.56	     5.57	    11746	   188.60	   192.10	     0.00	      286	     5.80	      331	    47000	   -58.82	   -61.72	        0	        0	   -32768	
  3446.00	    21456	   225.60	        1	    -1.52	     5.56	    11753	   188.40	   192.20	     0.00	      285	     5.80	      331	    47000	   -58.82	   -61.72	    49152	    49152	   -32768	
  3448.00	    21451	   225.50	        1	    -1.46	     5.55	    11761	   188.10	   192.10	     0.00	      285	     5.70	      331	    47000	   -58.82	   -61.72	        0	        0	   -32768	
  3450.00	    21447	   225.40	        1	    -1.35	     5.54	    11769	   187.90	   192.10	     0.00	      284	     5.70	      331	    47000	   -58.82	   -61.72	     1024	     1024	   -32768	
  3452.00	    21442	   225.30	        1	    -1.21	     5.54	    11776	   187.70	   192.00	     0.00	      282	     5.70	      331	    47000	   -58.81	   -61.72	     1024	     1024	   -32768	
  3454.00	    21437	   225.20	        1	    -1.04	     5.54	    11784	   187.50	   192.10	     0.00	      281	     5.60	      331	    47000	   -58.81	   -61.72	     1024	     1024	   -32768	
  3456.00	    21433	   225.20	        1	    -0.84	     5.55	    11791	   187.30	   192.10	     0.00	      279	     5.60	      331	    47000	   -58.81	   -61.72	     1024	     1024	   -32768	
  3458.00	    21428	   225.00	        1	    -0.62	     5.56	    11799	   187.10	   192.20	     0.00	      276	     5.60	      331	    47000	   -58.81	   -61.72	        0	        0	   -32768	
  3460.00	    21423	   225.00	        1	    -0.38	     5.58	    11807	   186.80	   192.20	     0.00	      274	     5.60	      331	    47000	   -58.81	   -61.72	        0	        0	   -32768	
  3462.00	    21417	   225.10	        1	    -0.13	     5.60	    11816	   186.60	   192.20	     0.00	      271	     5.60	      331	    47000	   -58.81	   -61.72	        0	        0	   -32768	
  3464.00	    21412	   225.00	        1	     0.12	     5.62	    11824	   186.30	   192.10	     0.00	      269	     5.60	      331	    47000	   -58.81	   -61.72	     1024	     1024	   -32768	
  3466.00	    21407	   225.00	        1	     0.37	     5.65	    11832	   186.10	   192.00	     0.00	      266	     5.70	      331	    47000	   -58.81	   -61.72	        0	        0	   -32768	
  3468.00	    21402	   224.90	        1	     0.61	     5.67	    11840	   185.90	   192.00	     0.00	      264	     5.70	      331	    47000	   -58.81	   -61.72	        0	        0	   -32768	
  3470.00	    21397	   224.80	        1	     0.85	     5.70	    11849	   185.60	   191.80	     0.00	      262	     5.80	      331	    47000	   -58.81	   -61.72	     1024	     1024	   -32768	
  3472.00	    21391	   224.80	        1	     1.06	     5.72	    11858	   185.40	   191.80	     0.00	      259	     5.80	      331	    47000	   -58.81	   -61.72	     1024	     1024	   -32768	
  3474.00	    21386	   224.70	        1	     1.26	     5.74	    11866	   185.10	   191.80	     0.00	      258	     5.90	      331	    46900	   -58.81	   -61.72	        0	        0	   -32768	
  3476.00	    21381	   224.60	        1	     1.45	     5.75	    11874	   184.90	   191.80	     0.00	      256	     5.90	      331	    46900	   -58.81	   -61.72	        0	        0	   -32768	
  3478.00	    21377	   224.60	        1	     1.61	     5.76	    11881	   184.70	   191.80	     0.00	      254	     6.00	      331	    46900	   -58.81	   -61.72	        0	        0	   -32768	
  3480.00	    21372	   224.60	        1	     1.76	     5.78	    11888	   184.50	   191.80	     0.00	      253	     6.00	      331	    46900	   -58.81	   -61.72	        0	        0	   -32768	
  3482.00	    21368	   224.70	        1	     1.90	     5.79	    11895	   184.30	   191.80	     0.00	      252	     6.10	      331	    46900	   -58.81	   -61.72	        0	        0	   -32768	
  3484.00	    21364	   224.80	        1	     2.02	     5.79	    11902	   184.20	   191.80	     0.00	      251	     6.10	      331	    46900	   -58.81	   -61.72	        0	        0	   -32768	
  3486.00	    21359	   224.80	        1	     2.14	     5.80	    11909	   184.00	   191.80	     0.00	      250	     6.20	      331	    46900	   -58.81	   -61.72	        0	        0	   -32768	
  3488.00	    21354	   224.80	        1	     2.26	     5.81	    11917	   183.70	   191.90	     0.00	      249	     6.20	      331	    46900	   -58.81	   -61.72	        0	        0	   -32768	
  3490.00	    21349	   224.70	        1	     2.37	     5.82	    11926	   183.50	   191.80	     0.00	      248	     6.30	      331	    46900	   -58.81	   -61.72	        0	        0	   -32768	
  3492.00	    21344	   224.70	        1	     2.49	     5.83	    11934	   183.30	   191.80	     0.00	      247	     6.30	      331	    46900	   -58.81	   -61.72	     1024	     1024	   -32768	
  3494.00	    21339	   224.60	        1	     2.62	     5.84	    11942	   183.00	   191.80	     0.00	      246	     6.40	      331	    46900	   -58.81	   -61.72	        0	        0	   -32768	
  3496.00	    21334	   224.60	        1	     2.75	     5.84	    11950	   182.80	   191.80	     0.00	      245	     6.50	      331	    46900	   -58.81	   -61.72	        0	        0	   -32768	
  3498.00	    21329	   224.60	        1	     2.90	     5.84	    11958	   182.60	   191.80	     0.00	      244	     6.50	      331	    46900	   -58.81	   -61.72	        0	        0	   -32768	
  3500.00	    21324	   224.40	        1	     3.06	     5.84	    11966	   182.40	   191.70	     0.00	      242	     6.60	      331	    46900	   -58.81	   -61.72	        0	        0	   -32768	
  3502.00	    21318	   224.30	        1	     3.24	     5.83	    11975	   182.10	   191.60	     0.00	      241	     6.70	      331	    46900	   -58.81	   -61.72	        0	        0	   -32768	
  3504.00	    21313	   224.30	        1	     3.42	     5.81	    11983	   181.90	   191.60	     0.00	      239	     6.70	      331	    46900	   -58.81	   -61.72	        0	        0	   -32768	
  3506.00	    21308	   224.30	        1	     3.61	     5.77	    11992	   181.70	   191.50	     0.00	      238	     6.80	      331	    46900	   -58.81	   -61.72	     1024	     1024	   -32768	
  3508.00	    21303	   224.20	        1	     3.79	     5.73	    12000	   181.40	   191.60	     0.00	      237	     6.90	      331	    46900	   -58.81	   -61.72	     1024	     1024	   -32768	
  3510.00	    21297	   224.10	        1	     3.97	     5.69	    12008	   181.20	   191.50	     0.00	      235	     6.90	      331	    46900	   -58.81	   -61.72	        0	        0	   -32768	
  3512.00	    21293	   224.00	        1	     4.14	     5.63	    12016	   181.00	   191.50	     0.00	      234	     7.00	      331	    46900	   -58.81	   -61.72	        0	        0	   -32768	
  3514.00	    21289	   223.90	        1	     4.30	     5.57	    12023	   180.80	   191.50	     0.00	      232	     7.00	      331	    46900	   -58.81	   -61.71	        0	        0	   -32768	
  3516.00	    21284	   223.90	        1	     4.44	     5.50	    12030	   180.60	   191.30	     0.00	      231	     7.10	      331	    46900	   -58.81	   -61.71	        0	        0	   -32768	
  3518.00	    21279	   223.90	        1	     4.55	     5.43	    12037	   180.40	   191.20	     0.00	      230	     7.10	      331	    46900	   -58.81	   -61.71	        0	        0	   -32768	
  3520.00	    21275	   223.80	        1	     4.63	     5.36	    12044	   180.20	   191.20	     0.00	      229	     7.10	      331	    46900	   -58.81	   -61.71	        6	        6	   -32768	
  3522.00	    21270	   224.00	        1	     4.68	     5.29	    12052	   180.00	   191.40	     0.00	      228	     7.10	      331	    47000	   -58.81	   -61.71	        0	        0	   -32768	
  3524.00	    21265	   224.20	        1	     4.71	     5.22	    12060	   179.80	   191.50	     0.00	      228	     7.00	      331	    47000	   -58.81	   -61.71	        0	        0	   -32768	
  3526.00	    21260	   224.20	        1	     4.71	     5.14	    12068	   179.60	   191.50	     0.00	      228	     7.00	      331	    47000	   -58.81	   -61.71	        0	        0	   -32768	
  3528.00	    21255	   224.10	        1	     4.68	     5.07	    12076	   179.30	   191.50	     0.00	      227	     6.90	      331	    47000	   -58.81	   -61.71	        0	        0	   -32768	
  3530.00	    21251	   224.00	        1	     4.63	     4.99	    12083	   179.10	   191.40	     0.00	      227	     6.80	      331	    47000	   -58.81	   -61.71	        0	        0	   -32768	
  3532.00	    21246	   223.90	        1	     4.55	     4.90	    12091	   178.90	   191.40	     0.00	      227	     6.70	      331	    47000	   -58.81	   -61.71	     1024	     1024	   -32768	
  3534.00	    21241	   223.90	        1	     4.45	     4.81	    12098	   178.70	   191.40	     0.00	      227	     6.60	      331	    47000	   -58.81	   -61.71	        0	        0	   -32768	
  3536.00	    21236	   223.80	        1	     4.34	     4.72	    12106	   178.50	   191.30	     0.00	      227	     6.40	      331	    47000	   -58.81	   -61.71	        0	        0	   -32768	
  3538.00	    21232	   223.90	        1	     4.21	     4.63	    12114	   178.30	   191.30	     0.00	      228	     6.30	      331	    47000	   -58.81	   -61.71	        0	        0	   -32768	
  3540.00	    21227	   223.80	        1	     4.07	     4.53	    12121	   178.10	   191.20	     0.00	      228	     6.10	      331	    47000	   -58.81	   -61.71	     1024	     1024	   -32768	
  3542.00	    21222	   223.70	        1	     3.91	     4.44	    12129	   177.90	   191.20	     0.00	      229	     5.90	      331	    47000	   -58.81	   -61.71	        0	        0	   -32768	
  3544.00	    21217	   223.60	        1	     3.74	     4.35	    12136	   177.70	   191.20	     0.00	      229	     5.70	      331	    47000	   -58.81	   -61.71	        6	        6	   -32768	
  3546.00	    21213	   223.70	        1	     3.57	     4.26	    12144	   177.50	   191.20	     0.00	      230	     5.60	      331	    47000	   -58.81	   -61.71	        0	        0	   -32768	
  3548.00	    21208	   223.60	        1	     3.39	     4.19	    12152	   177.30	   191.20	     0.00	      231	     5.40	      331	    47000	   -58.81	   -61.71	        0	        0	   -32768	
  3550.00	    21203	   223.50	        1	     3.20	     4.13	    12160	   177.00	   191.10	     0.00	      232	     5.20	      331	    47000	   -58.80	   -61.71	        0	        0	   -32768	
  3552.00	    21198	   223.60	        1	     3.01	     4.08	    12168	   176.80	   191.20	     0.00	      234	     5.10	      331	    47000	   -58.80	   -61.71	        0	        0	   -32768	
  3554.00	    21193	   223.70	        1	     2.81	     4.04	    12175	   176.70	   191.20	     0.00	      235	     4.90	      331	    47000	   -58.80	   -61.71	        0	        0	   -32768	
  3556.00	    21189	   223.70	        1	     2.62	     4.02	    12182	   176.50	   191.20	     0.00	      237	     4.80	      331	    47000	   -58.80	   -61.71	        0	        0	   -32768	
  3558.00	    21184	   223.60	        1	     2.43	     4.02	    12190	   176.20	   191.20	     0.00	      239	     4.70	      331	    47000	   -58.80	   -61.71	        0	        0	   -32768	
  3560.00	    21179	   223.60	        1	     2.24	     4.02	    12198	   176.00	   191.20	     0.00	      241	     4.60	      332	    47000	   -58.80	   -61.71	        0	        0	   -32768	
  3562.00	    21174	   223.50	        1	     2.05	     4.04	    12205	   175.80	   191.20	     0.00	      243	     4.50	      332	    47000	   -58.80	   -61.71	        0	        0	   -32768	
  3564.00	    21169	   223.60	        1	     1.86	     4.07	    12213	   175.60	   191.20	     0.00	      245	     4.50	      332	    47000	   -58.80	   -61.71	        0	        0	   -32768	
  3566.00	    21165	   223.50	        1	     1.68	     4.11	    12220	   175.40	   191.20	     0.00	      248	     4.40	      332	    47000	   -58.80	   -61.71	        0	        0	   -32768	
  3568.00	    21160	   223.40	        1	     1.50	     4.16	    12228	   175.20	   191.10	     0.00	      250	     4.40	      332	    47000	   -58.80	   -61.71	        0	        0	   -32768	
  3570.00	    21155	   223.40	        1	     1.32	     4.22	    12236	   175.00	   191.10	     0.00	      253	     4.40	      332	    47000	   -58.80	   -61.71	        0	        0	   -32768	
  3572.00	    21151	   223.30	        1	     1.15	     4.28	    12243	   174.80	   191.00	     0.00	      255	     4.40	      332	    47000	   -58.80	   -61.71	        0	        0	   -32768	
  3574.00	    21146	   223.30	        1	     0.98	     4.35	    12250	   174.60	   190.90	     0.00	      257	     4.50	      332	    47000	   -58.80	   -61.71	        0	        0	   -32768	
  3576.00	    21142	   223.30	        1	     0.81	     4.43	    12257	   174.40	   191.00	     0.00	      260	     4.50	      332	    47000	   -58.80	   -61.71	        0	        0	   -32768	
  3578.00	    21137	   223.20	        1	     0.65	     4.51	    12264	   174.20	   191.00	     0.00	      262	     4.60	      332	    47000	   -58.80	   -61.71	        0	        0	   -32768	
  3580.00	    21133	   223.20	        1	     0.49	     4.58	    12271	   174.10	   191.00	     0.00	      264	     4.60	      332	    47000	   -58.80	   -61.71	        0	        0	   -32768	
  3582.00	    21128	   223.10	        1	     0.33	     4.66	    12279	   173.90	   191.00	     0.00	      266	     4.70	      332	    47000	   -58.80	   -61.71	        0	        0	   -32768	
  3584.00	    21124	   223.00	        1	     0.18	     4.73	    12286	   173.70	   190.90	     0.00	      268	     4.70	      332	    47000	   -58.80	   -61.71	        0	        0	   -32768	
  3586.00	    21119	   222.90	        1	     0.03	     4.80	    12293	   173.50	   190.90	     0.00	      270	     4.80	      332	    47000	   -58.80	   -61.71	     1024	     1024	   -32768	
  3588.00	    21115	   222.90	        1	    -0.11	     4.86	    12300	   173.30	   190.90	     0.00	      271	     4.90	      332	    47000	   -58.80	   -61.71	        0	        0	   -32768	
  3590.00	    21110	   222.90	        1	    -0.24	     4.91	    12307	   173.10	   190.90	     0.00	      273	     4.90	      332	    47000	   -58.80	   -61.71	        0	        0	   -32768	
  3592.00	    21106	   222.80	        1	    -0.38	     4.95	    12315	   172.90	   190.90	     0.00	      274	     5.00	      332	    47000	   -58.80	   -61.71	     1024	     1024	   -32768	
  3594.00	    21101	   222.70	        1	    -0.50	     4.98	    12322	   172.70	   190.90	     0.00	      276	     5.00	      332	    46900	   -58.80	   -61.71	        0	        0	   -32768	
  3596.00	    21096	   222.60	        1	    -0.63	     5.00	    12329	   172.50	   190.70	     0.00	      277	     5.00	      332	    46900	   -58.80	   -61.71	        0	        0	   -32768	
  3598.00	    21092	   222.60	        1	    -0.75	     5.03	    12336	   172.30	   190.60	     0.00	      278	     5.10	      332	    46900	   -58.80	   -61.71	        0	        0	   -32768	
  3600.00	    21087	   222.60	        1	    -0.86	     5.05	    12344	   172.10	   190.50	     0.00	      280	     5.10	      332	    46900	   -58.80	   -61.71	        6	        6	   -32768	
  3602.00	    21083	   222.50	        1	    -0.97	     5.07	    12351	   171.90	   190.50	     0.00	      281	     5.20	      332	    46900	   -58.80	   -61.71	        0	        0	   -32768	
  3604.00	    21079	   222.40	        1	    -1.06	     5.10	    12358	   171.80	   190.50	     0.00	      282	     5.20	      332	    46900	   -58.80	   -61.71	    32768	    32768	   -32768	
  3606.00	    21075	   222.40	        1	    -1.15	     5.14	    12364	   171.60	   190.60	     0.00	      283	     5.30	      332	    46900	   -58.80	   -61.71	        0	        0	   -32768	
  3608.00	    21070	   222.60	        1	    -1.22	     5.19	    12371	   171.40	   190.60	     0.00	      283	     5.30	      332	    46900	   -58.80	   -61.71	        0	        0	   -32768	
  3610.00	    21066	   222.60	        1	    -1.28	     5.24	    12378	   171.20	   190.60	     0.00	      284	     5.40	      332	    46900	   -58.80	   -61.71	        0	        0	   -32768	
  3612.00	    21061	   222.70	        1	    -1.32	     5.30	    12386	   171.00	   190.60	     0.00	      284	     5.50	      332	    46900	   -58.80	   -61.71	        0	        0	   -32768	
  3614.00	    21057	   222.80	        1	    -1.34	     5.37	    12393	   170.90	   190.70	     0.00	      284	     5.50	      332	    46900	   -58.80	   -61.71	        0	        0	   -32768	
  3616.00	    21052	   222.80	        1	    -1.34	     5.44	    12400	   170.70	   190.70	     0.00	      284	     5.60	      332	    46900	   -58.80	   -61.71	        0	        0	   -32768	
  3618.00	    21048	   222.70	        1	    -1.34	     5.51	    12407	   170.50	   190.60	     0.00	      284	     5.70	      332	    46900	   -58.80	   -61.71	        0	        0	   -32768	
  3620.00	    21043	   222.70	        1	    -1.31	     5.58	    12414	   170.30	   190.70	     0.00	      283	     5.70	      332	    46900	   -58.80	   -61.71	        0	        0	   -32768	
  3622.00	    21039	   222.90	        1	    -1.28	     5.64	    12421	   170.10	   190.70	     0.00	      283	     5.80	      332	    46800	   -58.80	   -61.71	        0	        0	   -32768	
  3624.00	    21034	   222.90	        1	    -1.24	     5.71	    12429	   169.90	   190.70	     0.00	      282	     5.80	      332	    46800	   -58.80	   -61.71	        0	        0	   -32768	
  3626.00	    21029	   222.90	        1	    -1.19	     5.77	    12436	   169.70	   190.80	     0.00	      282	     5.90	      332	    46800	   -58.80	   -61.71	        0	        0	   -32768	
  3628.00	    21025	   223.10	        1	    -1.14	     5.83	    12444	   169.50	   190.90	     0.00	      281	     5.90	      332	    46800	   -58.80	   -61.71	        0	        0	   -32768	
  3630.00	    21020	   223.20	        1	    -1.10	     5.90	    12451	   169.30	   190.90	     0.00	      281	     6.00	      332	    46800	   -58.80	   -61.71	        0	        0	   -32768	
  3632.00	    21016	   223.20	        1	    -1.07	     5.97	    12458	   169.20	   190.90	     0.00	      280	     6.10	      332	    46800	   -58.80	   -61.71	        0	        0	   -32768	
  3634.00	    21011	   223.20	        1	    -1.04	     6.04	    12466	   169.00	   190.90	     0.00	      280	     6.10	      332	    46800	   -58.80	   -61.71	        0	        0	   -32768	
  3636.00	    21006	   223.20	        1	    -1.02	     6.13	    12473	   168.80	   190.90	     0.00	      279	     6.20	      332	    46800	   -58.80	   -61.71	     1024	     1024	   -32768	
  3638.00	    21002	   223.10	        1	    -1.02	     6.22	    12480	   168.60	   191.00	     0.00	      279	     6.30	      332	    46800	   -58.80	   -61.71	        0	        0	   -32768	
  3640.00	    20997	   223.10	        1	    -1.02	     6.32	    12487	   168.40	   191.00	     0.00	      279	     6.40	      332	    46800	   -58.80	   -61.71	        0	        0	   -32768	
  3642.00	    20993	   223.20	        1	    -1.04	     6.43	    12494	   168.20	   191.10	     0.00	      279	     6.50	      332	    46800	   -58.80	   -61.71	        0	        0	   -32768	
  3644.00	    20989	   223.20	        1	    -1.06	     6.54	    12501	   168.00	   191.00	     0.00	      279	     6.60	      332	    46800	   -58.80	   -61.71	     1024	     1024	   -32768	
  3646.00	    20984	   223.10	        1	    -1.09	     6.67	    12509	   167.80	   190.90	     0.00	      279	     6.80	      332	    46800	   -58.80	   -61.71	        0	        0	   -32768	
  3648.00	    20980	   223.00	        1	    -1.11	     6.79	    12516	   167.70	   190.80	     0.00	      279	     6.90	      332	    46700	   -58.80	   -61.71	     1024	     1024	   -32768	
  3650.00	    20975	   222.90	        1	    -1.14	     6.92	    12522	   167.50	   190.90	     0.00	      279	     7.00	      332	    46700	   -58.80	   -61.71	        0	        0	   -32768	
  3652.00	    20971	   222.90	        1	    -1.17	     7.04	    12530	   167.30	   190.90	     0.00	      279	     7.10	      332	    46700	   -58.80	   -61.71	        0	        0	   -32768	
  3654.00	    20966	   223.00	        1	    -1.19	     7.15	    12537	   167.10	   190.90	     0.00	      279	     7.30	      332	    46700	   -58.79	   -61.71	        0	        0	   -32768	
  3656.00	    20962	   223.10	        1	    -1.20	     7.27	    12544	   166.90	   191.00	     0.00	      279	     7.40	      332	    46700	   -58.79	   -61.71	        0	        0	   -32768	
  3658.00	    20957	   223.10	        1	    -1.20	     7.37	    12551	   166.80	   190.90	     0.00	      279	     7.50	      332	    46700	   -58.79	   -61.71	        0	        0	   -32768	
  3660.00	    20953	   223.10	        1	    -1.20	     7.46	    12558	   166.60	   190.90	     0.00	      279	     7.60	      332	    46700	   -58.79	   -61.71	        0	        0	   -32768	
  3662.00	    20949	   223.10	        1	    -1.18	     7.54	    12565	   166.40	   190.90	     0.00	      279	     7.60	      332	    46700	   -58.79	   -61.71	        0	        0	   -32768	
  3664.00	    20944	   223.20	        1	    -1.15	     7.61	    12573	   166.20	   190.90	     0.00	      279	     7.70	      332	    46700	   -58.79	   -61.71	        0	        0	   -32768	
  3666.00	    20939	   223.30	        1	    -1.11	     7.67	    12581	   166.00	   191.00	     0.00	      278	     7.80	      332	    46700	   -58.79	   -61.71	        0	        0	   -32768	
  3668.00	    20935	   223.30	        1	    -1.06	     7.72	    12587	   165.80	   191.00	     0.00	      278	     7.80	      332	    46700	   -58.79	   -61.71	        0	        0	   -32768	
  3670.00	    20930	   223.30	        1	    -1.00	     7.75	    12594	   165.70	   191.00	     0.00	      277	     7.80	      332	    46600	   -58.79	   -61.71	        0	        0	   -32768	
  3672.00	    20926	   223.30	        1	    -0.93	     7.77	    12601	   165.50	   191.10	     0.00	      277	     7.80	      332	    46600	   -58.79	   -61.71	        0	        0	   -32768	
  3674.00	    20921	   223.40	        1	    -0.85	     7.77	    12608	   165.30	   191.20	     0.00	      276	     7.80	      332	    46600	   -58.79	   -61.71	        0	        0	   -32768	
  3676.00	    20916	   223.50	        1	    -0.77	     7.77	    12616	   165.10	   191.10	     0.00	      276	     7.80	      332	    46600	   -58.79	   -61.71	        0	        0	   -32768	
  3678.00	    20912	   223.40	        1	    -0.68	     7.75	    12624	   164.90	   191.00	     0.00	      275	     7.80	      332	    46600	   -58.79	   -61.71	        0	        0	   -32768	
