
Conversion of EDT data from sounding archive file D:\SoundingArchive\PWPM_20180309_213222.dc3db

Information about sounding:
==================================

Station:                  41041 PWPM
Launch time:              2018-03-09 21:32:22 UTC
RS type:                  RS92-SGP
RS number:                M5013207
Reason for termination:   Increasing pressure
Sounding SW version:      MW31 3.66

==================================


Information about map: EDT                 
==================================


   Record name:    Unit:           Data type:          Divisor: Offset:
   ---------------------------------------------------------------------
    time            sec             float (4)          1        0       
    Pscl            ln              short (2)          1        0       
    T               K               short (2)          10       0       
    RH              %               short (2)          1        0       
    v               m/s             short (2)          -100     0       
    u               m/s             short (2)          -100     0       
    Height          m               short (2)          1        30000   
    P               hPa             short (2)          10       0       
    TD              K               short (2)          10       0       
    MR              g/kg            short (2)          100      0       
    DD              dgr             short (2)          1        0       
    FF              m/s             short (2)          10       0       
    AZ              dgr             short (2)          1        0       
    Range           m               short (2)          0.01     0       
    Lon             dgr             short (2)          100      0       
    Lat             dgr             short (2)          100      0       
    SpuKey          bitfield        unsigned short (2) 1        0       
    UsrKey          bitfield        unsigned short (2) 1        0       
    RadarH          m               short (2)          1        30000   

*************************************************************************************************

     time	     Pscl	        T	       RH	        v	        u	   Height	        P	       TD	       MR	       DD	       FF	       AZ	    Range	      Lon	      Lat	   SpuKey	   UsrKey	   RadarH	
     0.00	    28278	   278.70	       80	     0.00	     0.00	       15	   996.00	   275.50	     4.51	        0	     0.00	      180	        0	   -58.38	   -62.08	    49159	    49159	       15	
     2.00	    28276	   278.30	       70	     0.86	    -1.06	       19	   995.50	   273.20	     3.82	      129	     1.40	      324	    19500	   -58.60	   -61.94	     3072	     3072	   -32768	
     4.00	    28273	   277.70	       70	     0.90	    -0.98	       25	   994.70	   272.60	     3.68	      132	     1.30	      324	    20500	   -58.61	   -61.94	     1024	     1024	   -32768	
     6.00	    28267	   276.60	       69	     0.68	    -0.97	       37	   993.30	   271.50	     3.37	      125	     1.20	      324	    19900	   -58.60	   -61.94	     1024	     1024	   -32768	
     8.00	    28261	   275.70	       70	     0.58	    -0.94	       48	   992.00	   270.70	     3.20	      122	     1.10	      324	    19900	   -58.60	   -61.94	    32768	    32768	   -32768	
    10.00	    28257	   275.60	       72	     0.49	    -0.93	       57	   990.90	   271.00	     3.29	      118	     1.10	      324	    19900	   -58.60	   -61.94	        0	        0	   -32768	
    12.00	    28251	   275.50	       73	     0.41	    -0.92	       67	   989.60	   271.20	     3.32	      114	     1.00	      324	    19900	   -58.60	   -61.94	        0	        0	   -32768	
    14.00	    28245	   275.40	       74	     0.36	    -0.91	       79	   988.10	   271.30	     3.35	      111	     1.00	      324	    19900	   -58.60	   -61.94	        0	        0	   -32768	
    16.00	    28241	   275.30	       75	     0.32	    -0.90	       88	   987.00	   271.40	     3.38	      110	     1.00	      324	    19900	   -58.60	   -61.94	        0	        0	   -32768	
    18.00	    28236	   275.20	       76	     0.30	    -0.90	       97	   985.90	   271.40	     3.40	      108	     1.00	      324	    19900	   -58.60	   -61.94	        0	        0	   -32768	
    20.00	    28231	   275.10	       77	     0.30	    -0.91	      108	   984.60	   271.40	     3.40	      108	     1.00	      324	    19900	   -58.60	   -61.94	        0	        0	   -32768	
    22.00	    28226	   275.00	       77	     0.30	    -0.91	      118	   983.40	   271.40	     3.40	      108	     1.00	      324	    19900	   -58.60	   -61.94	        0	        0	   -32768	
    24.00	    28221	   274.90	       77	     0.31	    -0.89	      127	   982.30	   271.40	     3.40	      109	     0.90	      324	    19900	   -58.60	   -61.94	        0	        0	   -32768	
    26.00	    28216	   274.80	       78	     0.34	    -0.87	      137	   981.10	   271.40	     3.41	      111	     0.90	      324	    19900	   -58.60	   -61.94	        0	        0	   -32768	
    28.00	    28211	   274.70	       79	     0.38	    -0.84	      148	   979.80	   271.40	     3.41	      114	     0.90	      324	    19900	   -58.60	   -61.94	        0	        0	   -32768	
    30.00	    28205	   274.60	       79	     0.42	    -0.81	      159	   978.50	   271.30	     3.40	      117	     0.90	      324	    19900	   -58.60	   -61.94	        0	        0	   -32768	
    32.00	    28200	   274.50	       79	     0.48	    -0.77	      169	   977.20	   271.20	     3.39	      122	     0.90	      324	    19900	   -58.60	   -61.94	        0	        0	   -32768	
    34.00	    28195	   274.40	       79	     0.54	    -0.72	      177	   976.20	   271.20	     3.38	      127	     0.90	      324	    19900	   -58.60	   -61.94	        0	        0	   -32768	
    36.00	    28191	   274.30	       79	     0.61	    -0.66	      186	   975.10	   271.10	     3.37	      133	     0.90	      324	    19900	   -58.60	   -61.94	        0	        0	   -32768	
    38.00	    28186	   274.20	       79	     0.69	    -0.61	      196	   973.90	   271.10	     3.36	      139	     0.90	      324	    19900	   -58.60	   -61.94	        0	        0	   -32768	
    40.00	    28181	   274.10	       81	     0.78	    -0.55	      206	   972.80	   271.20	     3.39	      145	     1.00	      324	    19900	   -58.60	   -61.94	        0	        0	   -32768	
    42.00	    28177	   274.00	       82	     0.88	    -0.51	      214	   971.80	   271.40	     3.45	      150	     1.00	      324	    19900	   -58.60	   -61.94	        0	        0	   -32768	
    44.00	    28173	   274.00	       83	     0.98	    -0.46	      222	   970.80	   271.50	     3.47	      155	     1.10	      324	    19900	   -58.60	   -61.94	        0	        0	   -32768	
    46.00	    28168	   273.90	       83	     1.07	    -0.42	      231	   969.70	   271.40	     3.46	      159	     1.10	      324	    19900	   -58.60	   -61.94	        0	        0	   -32768	
    48.00	    28163	   273.80	       83	     1.16	    -0.38	      240	   968.60	   271.20	     3.41	      162	     1.20	      324	    19900	   -58.60	   -61.94	        0	        0	   -32768	
    50.00	    28159	   273.70	       82	     1.24	    -0.35	      249	   967.50	   271.10	     3.38	      164	     1.30	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
    52.00	    28155	   273.60	       84	     1.30	    -0.32	      256	   966.70	   271.20	     3.43	      166	     1.30	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
    54.00	    28152	   273.60	       86	     1.34	    -0.30	      263	   965.90	   271.40	     3.48	      167	     1.40	      324	    19900	   -58.60	   -61.94	        0	        0	   -32768	
    56.00	    28148	   273.50	       86	     1.36	    -0.28	      270	   965.00	   271.40	     3.47	      169	     1.40	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
    58.00	    28144	   273.40	       84	     1.37	    -0.25	      278	   964.00	   271.00	     3.39	      169	     1.40	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
    60.00	    28138	   273.30	       82	     1.35	    -0.24	      289	   962.70	   270.60	     3.29	      170	     1.40	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
    62.00	    28134	   273.30	       81	     1.30	    -0.23	      298	   961.60	   270.40	     3.24	      170	     1.30	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
    64.00	    28130	   273.20	       81	     1.25	    -0.21	      305	   960.80	   270.30	     3.23	      171	     1.30	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
    66.00	    28127	   273.20	       79	     1.19	    -0.19	      311	   960.10	   270.00	     3.16	      171	     1.20	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
    68.00	    28124	   273.20	       76	     1.12	    -0.17	      318	   959.30	   269.50	     3.04	      171	     1.10	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
    70.00	    28120	   273.10	       73	     1.04	    -0.15	      325	   958.40	   268.90	     2.91	      172	     1.10	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
    72.00	    28117	   273.10	       71	     0.97	    -0.12	      331	   957.60	   268.50	     2.83	      173	     1.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
    74.00	    28114	   273.00	       70	     0.91	    -0.09	      338	   956.90	   268.30	     2.79	      174	     0.90	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
    76.00	    28111	   273.00	       70	     0.86	    -0.06	      344	   956.20	   268.20	     2.76	      176	     0.90	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
    78.00	    28108	   273.00	       69	     0.81	    -0.03	      350	   955.50	   268.10	     2.75	      178	     0.80	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
    80.00	    28104	   273.00	       69	     0.77	     0.02	      357	   954.60	   268.10	     2.74	      182	     0.80	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
    82.00	    28100	   273.00	       69	     0.74	     0.07	      364	   953.80	   268.00	     2.73	      186	     0.70	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
    84.00	    28097	   272.90	       68	     0.71	     0.12	      370	   953.00	   267.80	     2.69	      190	     0.70	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
    86.00	    28094	   272.90	       67	     0.69	     0.17	      377	   952.20	   267.50	     2.62	      194	     0.70	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
    88.00	    28090	   272.90	       66	     0.65	     0.21	      384	   951.40	   267.20	     2.57	      198	     0.70	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
    90.00	    28087	   272.90	       65	     0.62	     0.26	      390	   950.60	   267.10	     2.55	      203	     0.70	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
    92.00	    28083	   272.90	       64	     0.59	     0.30	      397	   949.80	   266.90	     2.52	      207	     0.70	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
    94.00	    28080	   272.80	       64	     0.56	     0.33	      403	   949.10	   266.70	     2.48	      210	     0.70	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
    96.00	    28077	   272.70	       63	     0.53	     0.34	      410	   948.30	   266.60	     2.46	      213	     0.60	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
    98.00	    28074	   272.70	       63	     0.49	     0.35	      416	   947.60	   266.60	     2.46	      215	     0.60	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   100.00	    28071	   272.70	       63	     0.46	     0.35	      422	   946.90	   266.60	     2.46	      217	     0.60	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   102.00	    28067	   272.70	       63	     0.42	     0.34	      429	   946.00	   266.50	     2.46	      219	     0.50	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   104.00	    28064	   272.60	       63	     0.39	     0.32	      436	   945.20	   266.40	     2.44	      219	     0.50	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   106.00	    28060	   272.50	       63	     0.37	     0.29	      443	   944.40	   266.40	     2.43	      360	     0.50	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   108.00	    28056	   272.40	       63	     0.35	     0.25	      450	   943.60	   266.30	     2.43	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   110.00	    28053	   272.40	       63	     0.33	     0.21	      456	   942.80	   266.30	     2.42	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   112.00	    28049	   272.30	       63	     0.31	     0.18	      463	   942.00	   266.30	     2.41	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   114.00	    28046	   272.30	       64	     0.29	     0.15	      470	   941.20	   266.20	     2.41	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   116.00	    28043	   272.20	       64	     0.28	     0.11	      476	   940.40	   266.20	     2.41	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   118.00	    28040	   272.10	       64	     0.27	     0.07	      482	   939.70	   266.20	     2.41	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   120.00	    28036	   272.10	       65	     0.25	     0.03	      489	   939.00	   266.20	     2.42	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   122.00	    28033	   272.00	       65	     0.23	     0.00	      495	   938.20	   266.30	     2.43	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   124.00	    28030	   272.00	       65	     0.21	    -0.03	      502	   937.40	   266.30	     2.44	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   126.00	    28026	   271.90	       66	     0.20	    -0.06	      508	   936.70	   266.30	     2.44	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   128.00	    28023	   271.80	       66	     0.19	    -0.09	      515	   935.90	   266.40	     2.44	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   130.00	    28019	   271.80	       67	     0.17	    -0.12	      522	   935.10	   266.40	     2.45	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   132.00	    28016	   271.70	       67	     0.16	    -0.15	      529	   934.30	   266.30	     2.44	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   134.00	    28012	   271.70	       67	     0.14	    -0.18	      536	   933.50	   266.30	     2.44	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   136.00	    28008	   271.60	       67	     0.12	    -0.20	      543	   932.60	   266.30	     2.44	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   138.00	    28005	   271.60	       67	     0.11	    -0.22	      550	   931.80	   266.20	     2.43	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   140.00	    28001	   271.50	       67	     0.08	    -0.23	      557	   930.90	   266.10	     2.41	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   142.00	    27996	   271.40	       66	     0.05	    -0.23	      567	   929.80	   266.00	     2.38	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   144.00	    27990	   271.30	       66	     0.00	    -0.23	      578	   928.50	   265.80	     2.36	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   146.00	    27985	   271.20	       67	    -0.04	    -0.22	      588	   927.40	   265.80	     2.36	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   148.00	    27981	   271.00	       68	    -0.09	    -0.20	      597	   926.30	   265.90	     2.38	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   150.00	    27975	   270.90	       69	    -0.15	    -0.17	      607	   925.10	   265.90	     2.39	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   152.00	    27970	   270.90	       68	    -0.21	    -0.14	      618	   923.90	   265.90	     2.38	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   154.00	    27965	   270.90	       68	    -0.28	    -0.10	      627	   922.80	   265.80	     2.36	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   156.00	    27960	   270.80	       67	    -0.34	    -0.06	      637	   921.70	   265.60	     2.34	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   158.00	    27955	   270.70	       68	    -0.40	    -0.02	      646	   920.60	   265.60	     2.33	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   160.00	    27951	   270.60	       69	    -0.45	     0.02	      654	   919.60	   265.60	     2.35	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   162.00	    27946	   270.50	       69	    -0.49	     0.05	      664	   918.50	   265.70	     2.36	      360	     0.50	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   164.00	    27942	   270.50	       70	    -0.53	     0.08	      672	   917.60	   265.70	     2.37	      351	     0.50	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   166.00	    27939	   270.40	       70	    -0.56	     0.11	      678	   916.90	   265.70	     2.37	      349	     0.60	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   168.00	    27936	   270.40	       70	    -0.57	     0.13	      684	   916.20	   265.70	     2.37	      348	     0.60	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   170.00	    27933	   270.40	       70	    -0.58	     0.14	      690	   915.50	   265.60	     2.36	      347	     0.60	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   172.00	    27929	   270.30	       70	    -0.58	     0.14	      697	   914.70	   265.60	     2.35	      346	     0.60	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   174.00	    27925	   270.20	       70	    -0.57	     0.14	      704	   913.90	   265.50	     2.34	      346	     0.60	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   176.00	    27921	   270.20	       70	    -0.55	     0.14	      712	   913.00	   265.50	     2.34	      346	     0.60	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   178.00	    27916	   270.10	       70	    -0.53	     0.13	      721	   911.90	   265.30	     2.31	      346	     0.50	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   180.00	    27911	   270.00	       69	    -0.50	     0.12	      731	   910.80	   265.10	     2.27	      347	     0.50	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   182.00	    27908	   270.00	       68	    -0.47	     0.10	      738	   909.90	   264.90	     2.23	      360	     0.50	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   184.00	    27904	   269.90	       68	    -0.44	     0.07	      745	   909.20	   264.80	     2.22	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   186.00	    27901	   269.90	       67	    -0.40	     0.04	      752	   908.40	   264.70	     2.21	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   188.00	    27897	   269.80	       67	    -0.36	     0.01	      758	   907.70	   264.60	     2.20	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   190.00	    27894	   269.80	       67	    -0.33	    -0.02	      764	   906.90	   264.60	     2.19	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   192.00	    27891	   269.70	       67	    -0.29	    -0.05	      771	   906.20	   264.50	     2.18	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   194.00	    27887	   269.70	       67	    -0.25	    -0.08	      777	   905.40	   264.40	     2.17	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   196.00	    27884	   269.70	       66	    -0.21	    -0.10	      784	   904.70	   264.30	     2.15	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   198.00	    27881	   269.60	       66	    -0.18	    -0.13	      790	   904.00	   264.10	     2.12	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   200.00	    27878	   269.60	       65	    -0.14	    -0.15	      796	   903.30	   264.00	     2.10	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   202.00	    27874	   269.60	       65	    -0.10	    -0.16	      803	   902.50	   263.90	     2.09	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   204.00	    27871	   269.50	       65	    -0.06	    -0.17	      809	   901.80	   263.80	     2.08	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   206.00	    27867	   269.40	       65	    -0.02	    -0.17	      816	   901.00	   263.70	     2.06	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   208.00	    27864	   269.50	       64	     0.03	    -0.16	      822	   900.30	   263.70	     2.06	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   210.00	    27861	   269.50	       64	     0.07	    -0.15	      829	   899.60	   263.60	     2.05	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   212.00	    27857	   269.40	       64	     0.12	    -0.13	      836	   898.80	   263.60	     2.04	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   214.00	    27854	   269.30	       64	     0.17	    -0.11	      842	   898.00	   263.60	     2.04	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   216.00	    27850	   269.30	       65	     0.22	    -0.08	      849	   897.30	   263.60	     2.06	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   218.00	    27847	   269.20	       65	     0.27	    -0.05	      855	   896.60	   263.70	     2.07	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   220.00	    27844	   269.10	       66	     0.32	    -0.02	      861	   895.90	   263.70	     2.07	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   222.00	    27840	   269.10	       66	     0.36	     0.01	      868	   895.10	   263.70	     2.07	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   224.00	    27837	   269.00	       67	     0.40	     0.04	      875	   894.30	   263.70	     2.08	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   226.00	    27833	   268.90	       67	     0.43	     0.07	      881	   893.60	   263.70	     2.07	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   228.00	    27830	   268.80	       67	     0.46	     0.10	      888	   892.90	   263.70	     2.08	      360	     0.50	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   230.00	    27827	   268.80	       68	     0.49	     0.12	      894	   892.20	   263.70	     2.08	      194	     0.50	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   232.00	    27824	   268.70	       68	     0.51	     0.15	      900	   891.40	   263.70	     2.08	      196	     0.50	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   234.00	    27820	   268.80	       68	     0.53	     0.16	      906	   890.80	   263.70	     2.08	      197	     0.60	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   236.00	    27817	   268.70	       67	     0.55	     0.18	      912	   890.10	   263.60	     2.06	      198	     0.60	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   238.00	    27814	   268.60	       67	     0.57	     0.18	      919	   889.40	   263.40	     2.04	      198	     0.60	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   240.00	    27811	   268.60	       66	     0.59	     0.19	      925	   888.70	   263.20	     2.00	      198	     0.60	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   242.00	    27807	   268.60	       64	     0.61	     0.19	      931	   887.90	   262.90	     1.96	      198	     0.60	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   244.00	    27804	   268.60	       64	     0.62	     0.19	      938	   887.20	   262.80	     1.94	      197	     0.70	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   246.00	    27801	   268.60	       64	     0.64	     0.19	      945	   886.50	   262.70	     1.93	      197	     0.70	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   248.00	    27797	   268.50	       63	     0.65	     0.19	      951	   885.70	   262.60	     1.91	      197	     0.70	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   250.00	    27793	   268.50	       62	     0.65	     0.19	      958	   884.90	   262.40	     1.89	      196	     0.70	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   252.00	    27790	   268.40	       63	     0.65	     0.19	      965	   884.10	   262.30	     1.88	      196	     0.70	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   254.00	    27786	   268.30	       63	     0.64	     0.19	      973	   883.20	   262.40	     1.89	      197	     0.70	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   256.00	    27782	   268.30	       63	     0.62	     0.20	      981	   882.40	   262.30	     1.88	      198	     0.70	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   258.00	    27778	   268.30	       62	     0.60	     0.21	      988	   881.60	   262.10	     1.85	      199	     0.60	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   260.00	    27775	   268.20	       62	     0.57	     0.22	      994	   880.90	   261.90	     1.83	      201	     0.60	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   262.00	    27771	   268.10	       62	     0.54	     0.23	     1001	   880.10	   261.90	     1.83	      204	     0.60	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   264.00	    27768	   268.10	       61	     0.50	     0.25	     1008	   879.30	   261.70	     1.79	      206	     0.60	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   266.00	    27764	   268.00	       60	     0.47	     0.27	     1015	   878.60	   261.40	     1.76	      209	     0.50	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   268.00	    27760	   267.90	       61	     0.44	     0.28	     1021	   877.80	   261.50	     1.78	      213	     0.50	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   270.00	    27757	   267.90	       62	     0.41	     0.30	     1028	   877.10	   261.80	     1.81	      216	     0.50	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   272.00	    27754	   267.80	       63	     0.39	     0.32	     1034	   876.40	   261.90	     1.83	      220	     0.50	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   274.00	    27751	   267.80	       62	     0.37	     0.33	     1040	   875.70	   261.60	     1.79	      360	     0.50	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   276.00	    27747	   267.80	       60	     0.35	     0.34	     1047	   875.00	   261.30	     1.75	      360	     0.50	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   278.00	    27744	   267.70	       60	     0.34	     0.34	     1054	   874.20	   261.30	     1.75	      360	     0.50	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   280.00	    27740	   267.70	       59	     0.34	     0.33	     1061	   873.40	   261.00	     1.71	      360	     0.50	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   282.00	    27736	   267.70	       58	     0.34	     0.30	     1068	   872.60	   260.70	     1.67	      360	     0.50	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   284.00	    27732	   267.60	       58	     0.34	     0.26	     1075	   871.80	   260.60	     1.66	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   286.00	    27728	   267.50	       58	     0.35	     0.21	     1083	   871.00	   260.60	     1.66	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   288.00	    27724	   267.40	       59	     0.36	     0.14	     1091	   870.10	   260.70	     1.68	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   290.00	    27720	   267.50	       59	     0.37	     0.06	     1098	   869.30	   260.80	     1.69	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   292.00	    27717	   267.40	       60	     0.39	    -0.04	     1105	   868.60	   260.70	     1.69	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   294.00	    27714	   267.30	       60	     0.41	    -0.15	     1111	   867.90	   260.70	     1.68	        0	     0.00	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   296.00	    27710	   267.20	       60	     0.44	    -0.27	     1117	   867.20	   260.80	     1.69	      148	     0.50	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   298.00	    27707	   267.20	       61	     0.48	    -0.40	     1124	   866.40	   260.90	     1.70	      140	     0.60	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   300.00	    27703	   267.10	       62	     0.52	    -0.52	     1130	   865.70	   260.90	     1.72	      135	     0.70	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   302.00	    27700	   267.10	       62	     0.57	    -0.64	     1137	   865.00	   261.00	     1.73	      132	     0.90	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   304.00	    27697	   267.00	       63	     0.63	    -0.75	     1143	   864.30	   261.10	     1.74	      130	     1.00	      324	    20000	   -58.60	   -61.94	    49152	    49152	   -32768	
   306.00	    27694	   267.00	       64	     0.69	    -0.85	     1149	   863.60	   261.30	     1.77	      129	     1.10	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   308.00	    27690	   267.00	       65	     0.76	    -0.93	     1156	   862.90	   261.50	     1.80	      129	     1.20	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   310.00	    27687	   267.00	       65	     0.83	    -1.00	     1162	   862.30	   261.50	     1.81	      130	     1.30	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
   312.00	    27684	   267.00	       64	     0.91	    -1.05	     1167	   861.60	   261.30	     1.78	      131	     1.40	      324	    20000	   -58.60	   -61.94	        0	        0	   -32768	
