Start Up Date 18 JUN 12  7:42 UTC       



System test passed  -No errors found    





Sounding program REV 8.36 using GPS    



Station  : 03888 PEZZI-2012

Location : 31.06 S  50.46 W      0 m



RS-number:  E2021328





Ground check  :    Ref     RS   Corr



  Pressure    : 1006.3 1004.1    2.2

  Temperature :   22.4   22.6   -0.2

  Humidity    :      0      3     -3

                     0      3     -3



Started at:      18 JUN 12  8:02 UTC    

   Time AscRate Hgt/MSL Pressure   Temp  RH   Dewp  Dir Speed

 min  s     m/s       m      hPa   degC   %   degC  deg   m/s



   0  0     0.0       0   1006.3   16.8  91   15.3  287   7.5

   0  2     4.8      10   1005.2   16.7  90   15.1  287   7.5

   0  4     4.8      19   1004.1   16.7  90   15.1  287   7.5

   0  6     4.8      29   1002.9   16.6  89   14.8  285   7.5

   0  8     4.8      38   1001.8   16.6  89   14.8  285   7.5

   0 10     4.8      48   1000.7   16.5  88   14.5  285   7.5

   0 12     4.8      58    999.6   16.5  87   14.4  285   7.5

   0 14     4.8      67    998.4   16.5  87   14.4  285   7.5

   0 16     4.8      77    997.3   16.4  86   14.1  283   8.2

   0 18     4.8      86    996.2   16.4  86   14.1  283   8.2

   0 20     4.8      96    995.1   16.4  85   13.9  283   8.2

   0 22     4.7     105    994.0   16.4  85   13.9  283   8.2

   0 24     4.7     114    993.0   16.3  84   13.6  283   8.2

   0 26     4.7     124    991.9   16.3  84   13.6  282   8.5

   0 28     4.7     133    990.8   16.2  83   13.4  282   8.5

   0 30     4.7     142    989.8   16.2  83   13.3  282   8.5

   0 32     4.7     151    988.6   16.1  83   13.3  282   8.5

   0 34     4.7     161    987.5   16.1  83   13.3  282   8.5

   0 36     4.7     170    986.4   16.0  84   13.3  281   8.4

   0 38     4.7     180    985.3   16.0  84   13.3  281   8.4

   0 40     4.7     189    984.2   15.9  84   13.2  281   8.4

   0 42     4.6     198    983.2   15.8  84   13.2  281   8.4

   0 44     4.6     207    982.1   15.7  84   13.1  281   8.4

   0 46     4.6     217    981.0   15.7  85   13.2  279   8.8

   0 48     4.6     226    980.0   15.6  85   13.1  279   8.8

   0 50     4.6     235    978.9   15.5  85   13.0  279   8.8

   0 52     4.6     244    977.9   15.4  85   12.9  279   8.8

   0 54     4.6     253    976.9   15.4  85   12.9  279   8.8

   0 56     4.6     261    975.9   15.3  86   13.0  278   9.3

   0 58     4.6     270    974.9   15.3  86   13.0  278   9.3

   1  0     4.6     279    973.9   15.2  86   12.9  278   9.3

   1  2     4.4     287    973.0   15.1  86   12.8  278   9.3

   1  4     4.4     295    972.0   15.1  86   12.8  278   9.3

   1  6     4.4     304    971.1   15.0  86   12.7  278   9.6

   1  8     4.4     312    970.1   15.0  86   12.7  278   9.6

   1 10     4.4     320    969.2   14.9  86   12.6  278   9.6

   1 12     4.1     327    968.3   14.9  86   12.6  278   9.6

   1 14     4.1     335    967.5   14.8  86   12.5  278   9.6

   1 16     4.1     342    966.6   14.8  86   12.5  277   9.7

   1 18     4.1     350    965.8   14.7  86   12.4  277   9.7

   1 20     4.1     357    964.9   14.7  86   12.4  277   9.7

