Started at:      12 JUN 12 18:10 UTC    

   Time AscRate Hgt/MSL Pressure   Temp  RH   Dewp  Dir Speed

 min  s     m/s       m      hPa   degC   %   degC  deg   m/s
   3 12     2.2     514    959.0   17.2  76   13.0  131   1.2

   3 14     2.2     518    958.5   17.1  76   12.9  131   1.2

   3 16     2.2     523    958.0   17.1  77   13.1  124   1.1

   3 18     2.2     527    957.5   17.0  77   13.0  124   1.1

   3 20     2.2     532    957.0   17.0  77   13.0  124   1.1

   3 22     2.2     536    956.5   17.0  77   13.0  124   1.1

   3 24     2.2     540    956.0   16.9  77   12.9  124   1.1

   3 26     2.2     545    955.6   16.9  77   12.9  117   1.0

   3 28     2.2     549    955.1   16.8  77   12.8  117   1.0

   3 30     2.2     553    954.6   16.8  77   12.8  117   1.0

   3 32     2.2     558    954.1   16.8  77   12.8  117   1.0

   3 34     2.2     562    953.6   16.7  77   12.7  117   1.0

   3 36     2.2     567    953.1   16.7  77   12.7  100   1.0

   3 38     2.2     571    952.6   16.6  77   12.6  100   1.0

   3 40     2.2     576    952.1   16.6  77   12.6  100   1.0

   3 42     2.2     580    951.6   16.6  77   12.6  100   1.0

   3 44     2.2     584    951.1   16.6  77   12.6  100   1.0

   3 46     2.2     589    950.7   16.5  77   12.5   81   1.0

   3 48     2.2     593    950.2   16.5  77   12.5   81   1.0

   3 50     2.2     597    949.8   16.5  77   12.5   81   1.0

   3 52     2.2     601    949.2   16.5  77   12.5   81   1.0

   3 54     2.2     606    948.7   16.5  77   12.5   81   1.0

   3 56     2.2     610    948.2   16.4  78   12.6   61   1.0

   3 58     2.2     615    947.7   16.4  78   12.6   61   1.0

   4  0     2.2     619    947.2   16.4  78   12.6   61   1.0

   4  2     2.1     623    946.7   16.4  78   12.6   61   1.0

   4  4     2.1     627    946.3   16.4  78   12.6   61   1.0

   4  6     2.1     632    945.8   16.3  79   12.7   45   1.1

   4  8     2.1     636    945.4   16.3  79   12.7   45   1.1

   4 10     2.1     640    944.9   16.3  79   12.7   45   1.1

   4 12     2.1     644    944.5   16.3  79   12.7   45   1.1

   4 14     2.1     648    944.1   16.3  80   12.9   45   1.1

   4 16     2.1     651    943.7   16.3  80   12.9   38   1.3

   4 18     2.1     655    943.2   16.3  81   13.1   38   1.3

   4 20     2.1     659    942.8   16.3  81   13.0   38   1.3

   4 22     2.0     663    942.4   16.3  81   13.1   38   1.3

   4 24     2.0     667    941.9   16.3  80   12.9   38   1.3

   4 26     2.0     672    941.4   16.3  80   12.9   32   1.4

   4 28     2.0     676    941.0   16.3  79   12.7   32   1.4

   4 30     2.0     680    940.5   16.3  79   12.7   32   1.4

   4 32     2.0     684    940.1   16.3  78   12.5   32   1.4

   4 34     2.0     688    939.6   16.4  78   12.6   32   1.4

   4 36     2.0     693    939.1   16.4  77   12.4   24   1.6

   4 38     2.0     697    938.7   16.5  77   12.5   24   1.6

   4 40     2.0     701    938.2   16.5  76   12.3   24   1.6

   4 42     2.1     705    937.7   16.6  73   11.8   24   1.6

   4 44     2.1     710    937.2   16.6  71   11.4   24   1.6

   4 46     2.1     714    936.7   16.7  68   10.8   18   1.7

   4 48     2.1     719    936.2   16.7  66   10.4   18   1.7

   4 50     2.1     723    935.7   16.8  63    9.7   18   1.7

   4 52     2.1     727    935.3   16.8  62    9.5   18   1.7

   4 54     2.1     731    934.8   16.9  62    9.6   18   1.7

   4 56     2.1     736    934.3   16.9  61    9.4   18   1.8

   4 58     2.1     740    933.9   17.0  61    9.5   18   1.8

   5  0     2.1     744    933.4   17.0  60    9.2   18   1.8

   5  2     2.1     748    933.0   17.0  61    9.5   18   1.8

   5  4     2.1     752    932.5   17.0  61    9.5   18   1.8

   5  6     2.1     757    932.1   17.0  62    9.7   24   1.9

   5  8     2.1     761    931.6   17.0  62    9.7   24   1.9

   5 10     2.1     765    931.2   17.0  63    9.9   24   1.9

   5 12     2.1     769    930.7   17.0  63   10.0   24   1.9

   5 14     2.1     773    930.2   17.0  64   10.2   24   1.9

   5 16     2.1     778    929.8   17.0  64   10.2   25   2.0

   5 18     2.1     782    929.3   17.0  65   10.4   25   2.0

   5 20     2.1     786    928.9   17.0  65   10.4   25   2.0

   5 22     2.0     790    928.5   17.0  65   10.4   25   2.0

   5 24     2.0     794    928.1   17.0  66   10.7   25   2.0

   5 26     2.0     797    927.7   16.9  66   10.6   24   2.2

   5 28     2.0     801    927.3   16.9  67   10.8   24   2.2

   5 30     2.0     805    926.8   16.9  67   10.8   24   2.2

   5 32     2.0     809    926.4   16.9  68   11.0   24   2.2

   5 34     2.0     813    925.9   16.9  68   11.0   24   2.2

   5 36     2.0     818    925.5   16.8  69   11.1   22   2.2

   5 38     2.0     822    925.0   16.8  69   11.1   22   2.2

   5 40     2.0     826    924.6   16.8  70   11.3   22   2.2

   5 42     2.0     830    924.1   16.8  70   11.4   22   2.2

   5 44     2.0     834    923.7   16.8  70   11.4   22   2.2

   5 46     2.0     838    923.2   16.7  71   11.5   20   2.3

   5 48     2.0     842    922.8   16.7  71   11.5   20   2.3

   5 50     2.0     846    922.3   16.7  71   11.4   20   2.3

   5 52     2.0     850    921.9   16.7  71   11.5   20   2.3

   5 54     2.0     854    921.5   16.7  71   11.5   20   2.3

   5 56     2.0     857    921.1   16.6  71   11.4   20   2.3

   5 58     2.0     861    920.7   16.6  71   11.4   20   2.3

   6  0     2.0     865    920.3   16.6  71   11.3   20   2.3

   6  2     2.0     869    919.9   16.6  71   11.4   20   2.3

   6  4     2.0     873    919.4   16.5  71   11.3   20   2.3

   6  6     2.0     878    919.0   16.5  72   11.5   20   2.2

   6  8     2.0     882    918.5   16.4  72   11.4   20   2.2

   6 10     2.0     886    918.1   16.4  72   11.4   20   2.2

   6 12     2.1     891    917.6   16.4  72   11.4   20   2.2

   6 14     2.1     895    917.1   16.4  72   11.4   20   2.2

   6 16     2.1     900    916.6   16.3  73   11.5   21   2.2

   6 18     2.1     904    916.1   16.3  73   11.5   21   2.2

   6 20     2.1     909    915.6   16.3  73   11.5   21   2.2

   6 22     2.2     913    915.2   16.3  73   11.5   21   2.2

   6 24     2.2     917    914.7   16.3  73   11.5   21   2.2

   6 26     2.2     922    914.3   16.2  72   11.2   23   2.0

   6 28     2.2     926    913.8   16.2  72   11.2   23   2.0

   6 30     2.2     930    913.4   16.2  72   11.2   23   2.0

   6 32     2.1     934    913.0   16.2  72   11.2   23   2.0

   6 34     2.1     937    912.6   16.2  72   11.2   23   2.0

   6 36     2.1     941    912.2   16.1  71   10.9   25   1.8

   6 38     2.1     944    911.8   16.1  71   10.9   25   1.8

   6 40     2.1     948    911.4   16.1  71   10.9   25   1.8

   6 42     2.0     952    910.9   16.1  71   10.9   25   1.8

   6 44     2.0     956    910.5   16.1  71   10.9   25   1.8

   6 46     2.0     961    910.0   16.0  70   10.6   25   1.7

   6 48     2.0     965    909.6   16.0  70   10.6   25   1.7

   6 50     2.0     969    909.1   16.0  70   10.5   25   1.7

   6 52     2.0     973    908.7   16.0  70   10.6   25   1.7

