Start Up Date 19 JUN 12 17:14 UTC       



System test passed  -No errors found    





Sounding program REV 8.36 using GPS    



Station  : 03888 PEZZI-2012

Location : 33.71 S  51.55 W      0 m



RS-number:  E2010066





Ground check  :    Ref     RS   Corr



  Pressure    : 1013.2 1011.4    1.8

  Temperature :   22.8   23.2   -0.4

  Humidity    :      0      5     -5

                     0      4     -4



Started at:      19 JUN 12 17:30 UTC    

   Time AscRate Hgt/MSL Pressure   Temp  RH   Dewp  Dir Speed

 min  s     m/s       m      hPa   degC   %   degC  deg   m/s



   0  0     0.0       0   1013.2   12.6  73    7.9  245   7.5

   0  2     4.5       9   1012.1   12.5  72    7.6  245   7.5

   0  4     4.5      18   1011.1   12.3  71    7.2  245   7.5

   0  6     4.5      27   1010.0   12.2  71    7.2  246   5.9

   0  8     4.5      36   1008.9   12.0  70    6.8  246   5.9

   0 10     4.5      45   1007.8   11.9  69    6.4  246   5.9

   0 12     4.4      54   1006.8   11.8  69    6.4  246   5.9

   0 14     4.4      62   1005.7   11.7  70    6.5  246   5.9

   0 16     4.4      71   1004.7   11.7  70    6.5  245   5.6

   0 18     4.4      79   1003.7   11.6  71    6.6  245   5.6

   0 20     4.4      88   1002.6   11.5  71    6.4  245   5.6

   0 22     4.4      97   1001.6   11.4  71    6.4  245   5.6

   0 24     4.4     105   1000.6   11.3  71    6.3  245   5.6

   0 26     4.4     114    999.6   11.3  72    6.5  243   5.8

   0 28     4.4     122    998.5   11.2  72    6.4  243   5.8

   0 30     4.4     131    997.5   11.1  72    6.3  243   5.8

   0 32     4.2     139    996.5   11.0  72    6.2  243   5.8

   0 34     4.2     147    995.6   10.9  73    6.3  243   5.8

   0 36     4.2     156    994.6   10.9  73    6.3  240   6.2

   0 38     4.2     164    993.6   10.8  74    6.4  240   6.2

   0 40     4.2     172    992.7   10.7  74    6.3  240   6.2

   0 42     4.1     180    991.7   10.6  74    6.2  240   6.2

   0 44     4.1     188    990.7   10.5  74    6.1  240   6.2

   0 46     4.1     196    989.8   10.5  75    6.3  238   6.4

   0 48     4.1     204    988.8   10.4  75    6.2  238   6.4

   0 50     4.1     212    987.8   10.3  75    6.1  238   6.4

   0 52     4.1     220    986.9   10.2  75    6.0  238   6.4

   0 54     4.1     228    985.9   10.1  76    6.1  238   6.4

   0 56     4.1     237    984.9   10.1  76    6.1  237   6.2

   0 58     4.1     245    984.0   10.0  77    6.2  237   6.2

   1  0     4.1     253    983.0    9.9  77    6.1  237   6.2

   1  2     4.2     262    982.0    9.8  77    6.0  237   6.2

   1  4     4.2     271    980.9    9.7  78    6.1  237   6.2

   1  6     4.2     280    979.9    9.7  78    6.1  237   6.0

   1  8     4.2     289    978.8    9.6  79    6.2  237   6.0

   1 10     4.2     298    977.7    9.5  79    6.0  237   6.0

   1 12     4.5     308    976.6    9.4  79    6.0  237   6.0

   1 14     4.5     317    975.5    9.3  80    6.1  237   6.0

   1 16     4.5     327    974.3    9.2  80    6.0  236   6.0

   1 18     4.5     336    973.2    9.1  81    6.1  236   6.0

   1 20     4.5     346    972.0    9.0  81    5.9  236   6.0

