Start Up Date 20 JUN 12  1:12 UTC       



System test passed  -No errors found    





Sounding program REV 8.36 using GPS    



Station  : 03888 PEZZI-2012

Location : 33.60 S  52.45 W      0 m



RS-number:  E1930205





Ground check  :    Ref     RS   Corr



  Pressure    : 1015.1 1013.4    1.7

  Temperature :   20.4   20.6   -0.2

  Humidity    :      0      6     -6

                     0      6     -6



Started at:      20 JUN 12  1:44 UTC    

   Time AscRate Hgt/MSL Pressure   Temp  RH   Dewp  Dir Speed

 min  s     m/s       m      hPa   degC   %   degC  deg   m/s



   0  0     0.0       0   1015.1   11.5  78    7.8  305   8.5

   0  2     5.5      11   1013.9   11.5  78    7.8  305   8.5

   0  4     5.5      22   1012.5   11.4  77    7.6  305   8.5

   0  6     5.5      33   1011.2   11.4  77    7.6  294   7.9

   0  8     5.5      44   1009.9   11.3  76    7.3  294   7.9

   0 10     5.5      55   1008.5   11.3  76    7.2  294   7.9

   0 12     5.5      66   1007.2   11.2  76    7.2  294   7.9

   0 14     5.5      77   1005.9   11.1  76    7.1  294   7.9

   0 16     5.5      88   1004.6   10.9  77    7.1  288   7.8

   0 18     5.5      99   1003.2   10.8  77    7.0  288   7.8

   0 20     5.5     110   1001.9   10.7  77    6.8  288   7.8

   0 22     5.6     121   1000.5   10.6  77    6.8  288   7.8

   0 24     5.6     133    999.2   10.5  78    6.9  288   7.8

   0 26     5.6     144    997.8   10.3  78    6.7  284   7.9

   0 28     5.6     156    996.5   10.2  79    6.8  284   7.9

   0 30     5.6     167    995.1   10.1  79    6.6  284   7.9

   0 32     5.6     178    993.7   10.0  79    6.6  284   7.9

   0 34     5.6     190    992.4    9.9  80    6.7  284   7.9

   0 36     5.6     201    991.0    9.8  80    6.6  281   8.1

   0 38     5.6     213    989.7    9.7  81    6.6  281   8.1

   0 40     5.6     224    988.3    9.6  81    6.5  281   8.1

   0 42     5.6     235    987.1    9.5  81    6.5  281   8.1

   0 44     5.6     245    985.8    9.4  82    6.5  281   8.1

   0 46     5.6     256    984.6    9.2  82    6.3  280   8.4

   0 48     5.6     266    983.3    9.1  83    6.4  280   8.4

   0 50     5.6     277    982.1    9.0  83    6.3  280   8.4

   0 52     5.4     287    980.8    8.9  83    6.2  280   8.4

   0 54     5.4     298    979.6    8.8  84    6.3  280   8.4

   0 56     5.4     308    978.3    8.7  84    6.2  279   8.8

   0 58     5.4     319    977.1    8.6  85    6.3  279   8.8

   1  0     5.4     329    975.8    8.5  85    6.1  279   8.8

   1  2     5.3     340    974.6    8.4  86    6.2  279   8.8

   1  4     5.3     351    973.3    8.3  86    6.1  279   8.8

   1  6     5.3     362    972.0    8.1  87    6.1  278   9.0

   1  8     5.3     373    970.7    8.0  87    6.0  278   9.0

   1 10     5.3     384    969.4    7.9  88    6.0  278   9.0

   1 12     5.3     394    968.2    7.8  88    6.0  278   9.0

   1 14     5.3     405    967.0    7.7  89    6.0  278   9.0

   1 16     5.3     415    965.7    7.6  89    5.9  276   8.9

   1 18     5.3     426    964.5    7.5  90    6.0  276   8.9

   1 20     5.3     436    963.3    7.4  90    5.9  276   8.9

