ÿStart Up Date 19 JUN 12  8:47 UTC       



System test passed  -No errors found    





Sounding program REV 8.36 using GPS    



Station  : 03888 PEZZI-2012

Location : 33.75 S  51.12 W      0 m



RS-number:  E1930197





Ground check  :    Ref     RS   Corr



  Pressure    : 1011.5 1010.7    0.8

  Temperature :   20.8   21.2   -0.4

  Humidity    :      0      4     -4

                     0      4     -4



Started at:      19 JUN 12  9:46 UTC    

   Time AscRate Hgt/MSL Pressure   Temp  RH   Dewp  Dir Speed

 min  s     m/s       m      hPa   degC   %   degC  deg   m/s



   0  0     0.0       0   1012.5   14.2  70    8.8  240   8.8

   0  2     6.4      13   1011.0   13.9  69    8.4  240   8.8

   0  4     6.4      26   1009.4   13.7  68    8.0  240   8.8

   0  6     6.4      38   1007.9   13.4  68    7.7  239   7.9

   0  8     6.4      51   1006.4   13.2  67    7.3  239   7.9

   0 10     6.4      64   1004.9   12.9  66    6.7  239   7.9

   0 12     5.8      75   1003.6   12.8  67    6.9  239   7.9

   0 14     5.8      85   1002.3   12.7  67    6.8  239   7.9

   0 16     5.8      96   1001.0   12.6  68    6.9  239   8.6

   0 18     5.8     106    999.8   12.5  68    6.8  239   8.6

   0 20     5.8     117    998.5   12.4  69    6.9  239   8.6

   0 22     5.7     128    997.2   12.3  69    6.8  239   8.6

   0 24     5.7     138    996.0   12.2  70    6.9  239   8.6

   0 26     5.7     149    994.7   12.1  70    6.8  240   9.4

   0 28     5.7     159    993.4   12.0  71    7.0  240   9.4

   0 30     5.7     170    992.2   11.9  71    6.8  240   9.4

   0 32     5.2     180    991.0   11.8  71    6.8  240   9.4

   0 34     5.2     190    989.9   11.7  72    6.9  240   9.4

   0 36     5.2     199    988.7   11.6  72    6.8  240   9.4

   0 38     5.2     209    987.5   11.5  73    6.9  240   9.4

   0 40     5.2     219    986.4   11.4  73    6.7  240   9.4

   0 42     5.0     229    985.2   11.3  73    6.7  240   9.4

   0 44     5.0     239    984.1   11.2  73    6.6  240   9.4

   0 46     5.0     248    982.9   11.1  74    6.7  239   9.1

   0 48     5.0     258    981.8   11.0  74    6.6  239   9.1

   0 50     5.0     268    980.6   10.9  74    6.5  239   9.1

   0 52     4.8     277    979.6   10.8  74    6.4  239   9.1

   0 54     4.8     286    978.5   10.7  75    6.5  239   9.1

   0 56     4.8     295    977.5   10.6  75    6.4  238   9.1

   0 58     4.8     304    976.4   10.5  76    6.5  238   9.1

   1  0     4.8     313    975.4   10.4  76    6.4  238   9.1

   1  2     4.6     322    974.4   10.3  76    6.3  238   9.1

   1  4     4.6     330    973.4   10.2  77    6.4  238   9.1

   1  6     4.6     339    972.4   10.2  77    6.4  236   9.0

   1  8     4.6     347    971.4   10.1  78    6.5  236   9.0

   1 10     4.6     356    970.4   10.0  78    6.4  236   9.0

   1 12     4.3     364    969.4    9.9  78    6.3  236   9.0

   1 14     4.3     373    968.4    9.8  78    6.2  236   9.0

   1 16     4.3     381    967.4    9.8  79    6.4  233   8.9

   1 18     4.3     390    966.4    9.7  79    6.3  233   8.9

   1 20     4.3     398    965.4    9.6  79    6.1  233   8.9

