ÿStart Up Date 19 JUN 12 12:40 UTC       



System test passed  -No errors found    





Sounding program REV 8.36 using GPS    



Station  : 03888 PEZZI-2012

Location : 33.77 S  51.19 W      0 m



RS-number:  E2041384





Ground check  :    Ref     RS   Corr



  Pressure    : 1012.8 1011.1    1.7

  Temperature :   23.3   23.6   -0.3

  Humidity    :      0      4     -4

                     0      4     -4



Started at:      19 JUN 12 12:54 UTC    

   Time AscRate Hgt/MSL Pressure   Temp  RH   Dewp  Dir Speed

 min  s     m/s       m      hPa   degC   %   degC  deg   m/s
   3  0     4.0     783    921.7    6.0  93    5.0  251   8.4

   3  2     4.0     791    920.8    5.9  93    4.9  251   8.4

   3  4     4.0     799    919.9    5.9  93    4.9  251   8.4

   3  6     4.0     807    919.0    5.8  94    5.0  251   8.1

   3  8     4.0     815    918.1    5.8  94    5.0  251   8.1

   3 10     4.0     823    917.2    5.7  94    4.8  251   8.1

   3 12     4.0     831    916.3    5.7  94    4.9  251   8.1

   3 14     4.0     839    915.4    5.6  94    4.8  251   8.1

   3 16     4.0     847    914.5    5.6  95    4.9  251   7.9

   3 18     4.0     855    913.6    5.5  95    4.8  251   7.9

   3 20     4.0     863    912.7    5.5  95    4.8  251   7.9

   3 22     3.9     870    911.9    5.5  95    4.8  251   7.9

   3 24     3.9     877    911.1    5.4  95    4.7  251   7.9

   3 26     3.9     885    910.3    5.4  95    4.7  252   8.0

   3 28     3.9     892    909.5    5.3  95    4.6  252   8.0

   3 30     3.9     899    908.7    5.3  95    4.6  252   8.0

   3 32     3.7     906    907.9    5.3  95    4.6  252   8.0

   3 34     3.7     913    907.1    5.2  95    4.5  252   8.0

   3 36     3.7     920    906.3    5.2  94    4.4  253   8.3

   3 38     3.7     927    905.5    5.1  94    4.3  253   8.3

   3 40     3.7     934    904.7    5.1  94    4.2  253   8.3

   3 42     3.7     942    903.8    5.1  94    4.3  253   8.3

   3 44     3.7     950    902.9    5.0  94    4.2  253   8.3

   3 46     3.7     958    902.1    5.0  94    4.2  254   8.3

   3 48     3.7     966    901.2    4.9  94    4.1  254   8.3

   3 50     3.7     974    900.3    4.9  94    4.0  254   8.3

   3 52     3.8     982    899.4    4.9  94    4.1  254   8.3

   3 54     3.8     990    898.5    4.8  94    4.0  254   8.3

   3 56     3.8     998    897.7    4.8  94    4.0  253   8.4

   3 58     3.8    1006    896.8    4.7  94    3.9  253   8.4

   4  0     3.8    1014    895.9    4.7  94    3.8  253   8.4

   4  2     4.1    1023    895.0    4.7  94    3.9  253   8.4

   4  4     4.1    1032    894.0    4.7  94    3.9  253   8.4

   4  6     4.1    1040    893.0    4.6  94    3.8  252   8.4

   4  8     4.1    1049    892.1    4.6  94    3.8  252   8.4

   4 10     4.1    1058    891.1    4.6  94    3.7  252   8.4

   4 12     4.3    1067    890.2    4.6  94    3.8  252   8.4

   4 14     4.3    1076    889.2    4.5  94    3.7  252   8.4

   4 16     4.3    1084    888.3    4.5  93    3.5  251   8.3

   4 18     4.3    1093    887.3    4.4  93    3.4  251   8.3

   4 20     4.3    1102    886.3    4.4  93    3.4  251   8.3

