Start Up Date 13 JUN 12 21:49 UTC       



System test passed  -No errors found    





Sounding program REV 8.36 using GPS    



Station  : 03888 PEZZI-2012

Location : 27.00 S  47.69 W      0 m



RS-number:  G2413833





Ground check  :    Ref     RS   Corr



  Pressure    : 1019.3 1018.2    1.1

  Temperature :   23.6   23.7   -0.1

  Humidity    :      0      6     -6

                     0      6     -6



Started at:      13 JUN 12 22:06 UTC    

   Time AscRate Hgt/MSL Pressure   Temp  RH   Dewp  Dir Speed

 min  s     m/s       m      hPa   degC   %   degC  deg   m/s



   0  0     0.0       0   1019.3   19.6  91   18.1   24   9.5

   0  2     1.5       3   1018.8   19.6  91   18.1   24   9.5

   0  4     1.5       6   1018.5   19.6  91   18.1   24   9.5

   0  6     1.5       9   1018.1   19.7  90   18.1   25   5.7

   0  8     1.5      12   1017.8   19.7  90   18.1   25   5.7

   0 10     1.5      15   1017.4   19.7  90   18.0   25   5.7

   0 12     1.4      17   1017.1   19.7  90   18.1   25   5.7

   0 14     1.4      20   1016.8   19.7  90   18.1   25   5.7

   0 16     1.4      22   1016.6   19.8  89   18.0   27   5.9

   0 18     1.4      25   1016.3   19.8  89   18.0   27   5.9

   0 20     1.4      27   1016.0   19.8  89   17.9   27   5.9

   0 22     1.4      30   1015.6   19.8  89   18.0   27   5.9

   0 24     1.4      33   1015.3   19.8  89   18.0   27   5.9

   0 26     1.4      36   1014.9   19.9  88   17.9   27   7.4

   0 28     1.4      39   1014.6   19.9  88   17.9   27   7.4

   0 30     1.4      42   1014.2   19.9  88   17.9   27   7.4

   0 32     1.4      45   1013.9   19.9  88   17.9   27   7.4

   0 34     1.4      48   1013.5   20.0  88   18.0   27   7.4

   0 36     1.4      51   1013.2   20.0  87   17.8   27   8.6

   0 38     1.4      54   1012.8   20.1  87   17.9   27   8.6

   0 40     1.4      57   1012.5   20.1  87   17.9   27   8.6

   0 42     1.5      60   1012.1   20.1  87   17.9   27   8.6

   0 44     1.5      63   1011.8   20.1  87   17.9   27   8.6

   0 46     1.5      66   1011.5   20.2  86   17.8   28   9.2

   0 48     1.5      69   1011.1   20.2  86   17.8   28   9.2

   0 50     1.5      72   1010.8   20.2  86   17.8   28   9.2

   0 52     1.5      75   1010.4   20.2  86   17.8   28   9.2

   0 54     1.5      78   1010.1   20.2  86   17.8   28   9.2

   0 56     1.5      81   1009.7   20.2  85   17.6   29   9.3

   0 58     1.5      84   1009.4   20.2  85   17.6   29   9.3

   1  0     1.5      87   1009.0   20.2  85   17.6   29   9.3

   1  2     1.4      89   1008.7   20.2  85   17.6   29   9.3

   1  4     1.4      92   1008.4   20.2  85   17.6   29   9.3

   1  6     1.4      94   1008.1   20.1  84   17.4   29   9.7

   1  8     1.4      97   1007.9   20.1  84   17.4   29   9.7

   1 10     1.4      99   1007.6   20.1  84   17.3   29   9.7

   1 12     1.3     101   1007.3   20.1  84   17.4   29   9.7

   1 14     1.3     103   1007.1   20.1  84   17.4   29   9.7

   1 16     1.3     106   1006.8   20.1  84   17.4   29   9.9

   1 18     1.3     108   1006.6   20.1  84   17.4   29   9.9

