Start Up Date 19 JUN 12 18:59 UTC       



System test passed  -No errors found    





Sounding program REV 8.36 using GPS    



Station  : 03888 PEZZI-2012

Location : 33.69 S  51.75 W      0 m



RS-number:  E1930204





Ground check  :    Ref     RS   Corr



  Pressure    : 1014.5 1013.7    0.8

  Temperature :   21.6   21.7   -0.1

  Humidity    :      0      4     -4

                     0      4     -4



Started at:      19 JUN 12 19:15 UTC    

   Time AscRate Hgt/MSL Pressure   Temp  RH   Dewp  Dir Speed

 min  s     m/s       m      hPa   degC   %   degC  deg   m/s



   0  0     0.0       0   1014.5   12.4  72    7.5  274   6.1

   0  2     5.3      11   1013.2   12.3  71    7.2  274   6.1

   0  4     5.3      21   1011.9   12.1  71    7.1  274   6.1

   0  6     5.3      32   1010.6   12.0  70    6.8  276   5.6

   0  8     5.3      42   1009.3   11.8  70    6.6  276   5.6

   0 10     5.3      53   1008.0   11.7  69    6.2  276   5.6

   0 12     5.2      63   1006.8   11.6  69    6.2  276   5.6

   0 14     5.2      73   1005.6   11.5  69    6.1  276   5.6

   0 16     5.2      84   1004.4   11.3  70    6.1  277   5.9

   0 18     5.2      94   1003.1   11.2  70    6.0  277   5.9

   0 20     5.2     104   1001.9   11.1  70    5.8  277   5.9

   0 22     5.1     114   1000.7   11.0  70    5.8  277   5.9

   0 24     5.1     124    999.6   10.9  71    5.9  277   5.9

   0 26     5.1     133    998.4   10.8  71    5.8  279   5.7

   0 28     5.1     143    997.2   10.7  72    5.9  279   5.7

   0 30     5.1     153    996.1   10.6  72    5.8  279   5.7

   0 32     4.8     162    995.0   10.5  72    5.7  279   5.7

   0 34     4.8     171    993.9   10.4  73    5.8  279   5.7

   0 36     4.8     180    992.9   10.3  73    5.7  280   5.5

   0 38     4.8     189    991.8   10.2  74    5.8  280   5.5

   0 40     4.8     198    990.7   10.1  74    5.7  280   5.5

   0 42     4.6     207    989.7   10.0  74    5.6  280   5.5

   0 44     4.6     216    988.6    9.9  74    5.5  280   5.5

   0 46     4.6     225    987.5    9.9  75    5.7  280   5.5

   0 48     4.6     234    986.5    9.8  75    5.6  280   5.5

   0 50     4.6     243    985.4    9.7  75    5.5  280   5.5

   0 52     4.4     251    984.4    9.6  75    5.4  280   5.5

   0 54     4.4     260    983.4    9.5  76    5.5  280   5.5

   0 56     4.4     268    982.4    9.5  76    5.5  281   5.3

   0 58     4.4     277    981.4    9.4  77    5.6  281   5.3

   1  0     4.4     285    980.4    9.3  77    5.5  281   5.3

   1  2     4.4     294    979.3    9.2  78    5.6  281   5.3

   1  4     4.4     303    978.3    9.1  78    5.5  281   5.3

   1  6     4.4     312    977.2    9.0  79    5.6  281   5.2

   1  8     4.4     321    976.2    8.9  79    5.5  281   5.2

   1 10     4.4     330    975.1    8.8  80    5.5  281   5.2

   1 12     4.3     338    974.1    8.7  80    5.5  281   5.2

   1 14     4.3     347    973.1    8.6  81    5.6  281   5.2

   1 16     4.3     355    972.1    8.6  81    5.6  281   5.2

   1 18     4.3     364    971.1    8.5  82    5.7  281   5.2

   1 20     4.3     372    970.1    8.4  82    5.5  281   5.2

